Marca temporal,Curso,Opinión General Sobre el Curso,¿Aprobó la Cursada?,¿Cómo te Resultaron los Temas de la Materia?,¿Los Temas de la Materia Están Actualizados?,Nivel de las Clases Teóricas del Curso,Nivel de las Clases Prácticas del Curso,Dificultad del Curso,Dificultad del TP,Comentarios Sobre el Curso,¿Tenes algun comentario o sugerencia sobre la cursada virtual de este cuatrimestre?
8/27/2020 13:38:03,Computacion - Strobino,Muy Bueno,Si,Muy Interesantes,Si,Excelentes,Muy Buenas,Normal,Normal,"Del Curso 01 de Strobino-Hid-Valverde, me parecieron muy buenas tanto en Teorica como en Practica.

Eran 2 partes: la primera era de Sistemas Numericos, y otra era Prog. En alto nivel que se usaba Python.
De los tps, en la primera parte era diseñar un programa que realize operaciones en nat.,eny.con Resultados y indicadores en los flags y reales(formato punto flotante y Notacion Cientifica), ademas del cambio de base y la utilizacion del Codigo ASCII.
En la 2da parte que eran 2 tps, tenia que hacer el 1er tp un programa de un menu con utilizacion de una bilbioteca que contenia las funciones, y el 2 tp Final, era lo mismo, solo que ademas se debia usar un archivo externo con datos,(.txt o .csv).

En la teoria que se tenia con Strobino, resultaron ser comprensible las clases que nos daban, grababa las clases y nos la compartian luego, preguntaba si en algun momento no se entendia la explicacion de algun problema, para asi no quedar con la duda. Adjuntaba archivos.pdf y.py que resulto ser de gran ayuda. Repsondia en foro del campus como los de la practica
En la practica que era Hid y Valderde, tambien lo mismo. En las clases realizaban problemas de cambio de bases, operaciones en nat.ent.con flags, explicaban que hacian los archivos.py que nos compartian. Y preguntaban si se entendia la explicacion.
En los parciales, que nos tomaron , el 1er parcial eran ejercicios opcion choice y 2 a desarrollar (uno era que una UAL de 8 bits realizar operaciones en nat,ent con flags y mostrando resultado realizado en hoja y el otro era un ej. De Pto.flotante.).  Y el 2do parcial era usar nuestro TP FINAL, y realizarle modificaciones.
",
8/27/2020 13:39:30,Computacion - Strobino,Regular,Si,Poco Interesantes,Si,Regulares,Regulares,Normal,Normal,,
8/27/2020 13:41:50,Proyectos Informaticos/Adm. y Control de Proyectos Informaticos I - Fontela,Muy Bueno,Si,Interesantes,Si,Muy Buenas,Buenas,Normal,Normal,,
8/27/2020 13:45:02,Teoria de la Programacion / Teoria del Lenguaje - Ferrigno,Muy Bueno,Si,Muy Interesantes,Si,Buenas,Buenas,Normal,Dificil,,
8/27/2020 13:55:16,Computacion - Lage,Excelente,Si,Muy Interesantes,Si,Excelentes,Excelentes,Normal,Normal,Las clases se mi hicieron muy entretenidas y termine el curso con ganas de seguir aprendiendo por mi cuenta. Recomiendo mucho este curso. ,"Siento que se adapto excelente aunque me hubiera gustado tener mas organizada la informacion sobre fechas de parciales, tps, cronogramas etc."
8/27/2020 13:56:34,Sistemas Operativos - Mendez,Bueno,Si,Interesantes,Si,Buenas,Buenas,Normal,Normal,"Manejaron muy bien las clases virtuales, pero la Materia no me resulto interesante. Se ven temas repetidos de taller y orga de compus, solo que con otro enfoque. El tp de Jos me aburrio. Lo bueno es que grabaron las clases y las vi varias veces para poder entender a resolver los tps",Que los tps sean mas interesantes
8/27/2020 14:01:36,Analisis de la Informacion - Gonzalez,Bueno,Si,Nada Interesantes,Si,Buenas,Muy Buenas,Facil,Normal,"Seria mejor que graben las clases y podamos tener una nota del tp a mitad de cursada para saber si estamos haciendo las cosas bien o no. Turri llega tarde a los 30 minutos que pone para charlar. Es muy disperso cuando explica, no da a entender si lo que esta hecho esta bien o mal.","La entrega del tp deberia ser de a partes y tener una nota por cada una de las partes, para saber si se estan haciendo las cosas bien o no para el tp final. Deberia de tener algun ayudante para las practicas"
8/27/2020 14:10:50,Taller de Programacion I - Veiga,Muy Bueno,Si,Muy Interesantes,Si,Muy Buenas,Buenas,Dificil,Dificil,"Muy buen curso, si bien se requiere de mucho tiempo se aprende mucho. Lastima que el final sea un examen de velocidad y memoria en vez de un examen de conocimiento.","Fue muy bien organizada la cursada. La unica critica es que muchas veces tardaban mucho en contestar algunas dudas. Y uno de los profesores que estaba muy ocupado por fuera de la materia, corregia igual tps y eso perjudicaba mucho a quien estaba corrigiendo."
8/27/2020 14:17:17,Taller de Programacion I - Veiga,Muy Bueno,Si,Muy Interesantes,Si,Muy Buenas,Muy Buenas,Muy Dificil,Muy dificil,,
8/27/2020 14:19:02,Computacion - Burin,Muy Bueno,Si,Interesantes,Si,Muy Buenas,Muy Buenas,Normal,Normal,"Debido a la situacion extraordinaria que estamos pasando, el curso se adapto muy bien y se hizo una muy buena cursada.",
8/27/2020 14:25:52,Computacion - Burin,Bueno,Si,Interesantes,No,Regulares,Buenas,Normal,Normal,dedicarle mas a python,dedicarle mas a python
8/27/2020 14:27:35,Computacion - Burin,Bueno,Si,Interesantes,Si,Buenas,Buenas,Normal,Dificil,,
8/27/2020 14:28:18,Computacion - Burin,Muy Bueno,Si,Interesantes,Si,Muy Buenas,Buenas,Normal,Normal,Los profesores se esforzaron por adaptar las clases teoricas al entorno virtual lo que facilito la cursada. Seria de ayuda realizar actividades en un entorno virtual como por ejemplo google classrom o similar,Se hacen dificiles las consultas de la parte practica debido a la virtualidad pero creo que en general se resolvieron bien.
8/27/2020 14:46:47,Computacion - Cabrera,Muy Bueno,Si,Interesantes,Si,Muy Buenas,Muy Buenas,Dificil,Dificil,,
8/27/2020 14:51:09,Computacion - Cabrera,Bueno,Si,Muy Interesantes,Si,Buenas,Buenas,Normal,Normal,"Falto la presencia de los profesores en los foros dias antes del parcial y se podrian haber reforzado mas los contenidos, pero la oportunidad de promocionar es muy util","Deberian modificar el formato del foro, de una manera mas ordenada y que se puedan crear subforos por temas Ademas vendria bien que los profesores utilicen mas los foros para contestar dudas, y capaz algun meet de consultas entre semanas asi no se pierde la constancia"
8/27/2020 15:08:27,Taller de Programacion I - Veiga,Regular,No,Interesantes,Si,Muy Buenas,Malas,Normal,Dificil,,Las clases grabadas son muy utiles.
8/27/2020 15:25:29,Base de Datos - Beiro,Excelente,Si,Muy Interesantes,Si,Excelentes,Muy Buenas,Dificil,No hay TP,"Excelente curso, las clases teoricas fueron excelentes. Las clases practicas en promedio fueron muy buenas, algunas destacaron y otras fueron un poco mas densas. La dificultad del parcial me parecio justa, y si bien son muchos temas creo que las explicaciones fueron claras y me resultaron interesantes","Me parecio muy bueno que ademas de tener la clase virtual en vivo, la misma se graba y queda subida para poder consultar nuevamente ante alguna duda o la imposibilidad de asistir a alguna clase en particular."
8/27/2020 15:36:05,Computacion - Burin,Bueno,Si,Interesantes,Si,Buenas,Buenas,Normal,Normal,,
8/27/2020 15:52:25,Algoritmos y Programacion I (Electronica) - Essaya,Excelente,Si,Muy Interesantes,Si,Excelentes,Excelentes,Dificil,Dificil,Le ponen mucha onda a la materia y la hacen entretenida y disfrutable. Explican muy claro y siempre estan dispuestos a responder cualquier consulta.,Se supieron adaptar muy bien a las circunstancias
8/27/2020 16:04:45,Algoritmos y Programacion II - Mendez,Excelente,Si,Muy Interesantes,Si,Excelentes,Excelentes,Normal,Normal,"Gran curso, muy buena disposicion de los profesores a enseñar y ayudar con dudas tanto de clase como de los TPs.",
8/27/2020 16:14:00,Algoritmos y Programacion I (Informatica) - Essaya,Excelente,Si,Muy Interesantes,Si,Excelentes,Muy Buenas,Dificil,Dificil,Es un curso de Algoritmos I muy completo y muy bien dado,Me parece que se podria agregar mas tiempo en los parciales
8/27/2020 16:15:30,Introduccion a los Sistemas Distribuidos  - Carisimo,Excelente,Si,Muy Interesantes,Si,Excelentes,Muy Buenas,Normal,Dificil,"El profesor se preocupa honestamente por que los alumnos aprendan. Muy buenos contenidos, relevantes y actuales.",
8/27/2020 16:19:14,Computacion - Burin,Muy Bueno,Si,Interesantes,Si,Muy Buenas,Excelentes,Dificil,Dificil,"considero que se ve muy poco el tema del tp, el cual, a fin de cuentas, es como el mas necesario para aprobar la cursada",
8/27/2020 16:27:29,Taller de Programacion I - Veiga,Muy Bueno,Si,Muy Interesantes,Si,Muy Buenas,Muy Buenas,Dificil,Dificil,"El curso es muy bueno. Se aprende un monton y me parece que los contenidos estan muy bien dados y son de sumo interes para cualquier profesional de sistemas/informatica. En particular Martin y Ezequiel me parecieron muy claros y me encantaron sus clases. Lo que si, uno tiene que saber de antemano que la materia es exigente y te demanda mucho tiempo entre semana con lo cual para los que trabajamos es bastante aspero pero si te organizas bien no es imposible.","En general no. Me parece que se podria haber dado un tiempo mas para el TP Final. Siento que la materia termino muy temprano, y si bien la mayor dificultad del curso radica en el tiempo y no en los TPs o problemas en si, creo que el ultimo TP es muy hardcore, mas si se te va un compañero como paso en nuestro grupo. El resto la verdad me gusto mucho, muy comodo que graben las clases por si algun dia no estas presente y tenes ganas de verla o repasarla despues."
8/27/2020 16:31:44,Sistemas Operativos - Clua,Muy Bueno,Si,Interesantes,Si,Muy Buenas,Muy Buenas,Normal,Normal,,
8/27/2020 16:34:48,Algoritmos y Programacion I (Informatica) - Essaya,Excelente,Si,Interesantes,Si,Excelentes,Muy Buenas,Normal,Normal,,
8/27/2020 16:40:27,Calidad en el Desarrollo del Sistemas - Pantaleo,Regular,Si,Poco Interesantes,No,No hay clases teoricas,Regulares,Normal,Dificil,"Un curso regular donde Pantaleo ademas de no dar clases, responde mal a las consultas. Durante la cursada hubo una chica que respondia un par de preguntas los miercoles y el resto era para estudiar por nuestra cuenta. El criterio de correccion no esta muy claro y es muy discutible diferentes aspectos del parcial. ",Agregar clases teoricas y mejorar las practicas.
8/27/2020 16:42:09,Taller de Desarrollo de Proyectos II - Fontela,Muy Bueno,Si,Interesantes,Si,No hay clases teoricas,Muy Buenas,Normal,Normal,Muy buen curso. Muy buena la modalidad propuesta. Los profesores son muy amenos.,Continuen asi.
8/27/2020 16:43:57,Administracion y Control de Proyectos Informaticos II - Alvaro,Bueno,Si,Interesantes,Si,Buenas,Buenas,Facil,Facil,Curso sencillo pero con una vision orientada al mercado y al prototipado. Algunas clases fueron bastante interesantes.,
8/27/2020 16:45:38,Introduccion a los Sistemas Inteligentes - Ochoa,Regular,Si,Interesantes,No,Regulares,Regulares,Normal,Normal,Esta bueno el enfoque de la materia pero deja mucho que desear la forma de darlos y de evaluarlos.,
8/27/2020 16:52:56,Analisis Numerico/Modelacion Numerica - Menendez,Excelente,Si,Muy Interesantes,Si,Muy Buenas,Excelentes,Normal,Dificil,Este curso se super adapto a la cursada virtual y realmente nunca me senti perdido cuando habia que hacer algo ya que siempre contestaron rapido o sus videos eran los suficientemente claros para sacarme todas las dudas. Hiper satisfecho,"Podrian usar Meets en vez de Jitsi, es gratis para nosotros y el sistema es un poco mejor que Jitsi. Pero no cambia el hecho de que nunca hubo problema con el uso de Jitsi"
8/27/2020 16:58:55,Algoritmos y Programacion I - Costa,Muy Bueno,Si,Interesantes,Si,Buenas,Regulares,Dificil,Dificil,Buen curso y buen humor.  ,Estuvo dificil pero entretenido.
8/27/2020 17:05:25,Computacion - Arriazu,Muy Bueno,Si,Interesantes,Si,Muy Buenas,Muy Buenas,Normal,Normal,"Me parecio muy completo, la profesora siempre muy atenta a dudas y no tuvo ningun problema en resolver los inconvenientes que se pudieron haber presentado. El material teorico era muy claro, se entendia perfecto.
 ","Estuvo muy bien, las clases de zoom quizas se podrian hacer por meet para que no se corte, lo unico que podria decir. Me gusto que la profesora presentara el archivo mientras se explicaba el tema, porque facilitaba la comprension."
8/27/2020 17:12:42,Computacion - Burin,Muy Bueno,Si,Interesantes,Si,Muy Buenas,Muy Buenas,Normal,Normal,,
8/27/2020 17:16:41,Algoritmos y Programacion I (Electronica) - Essaya,Muy Bueno,Si,Interesantes,Si,Buenas,Muy Buenas,Normal,Dificil,100% recomendable,
8/27/2020 17:23:20,Analisis Numerico I/Metodos Matematicos y Numericos - Schwarz,Malo,Si,Interesantes,Si,Regulares,No Hay Clases Practicas,Normal,Muy dificil,,
8/27/2020 17:27:49,Analisis Numerico I/Metodos Matematicos y Numericos - Schwarz,Malo,Si,Interesantes,Si,Malas,Regulares,Facil,Normal,la teorica se basa en ver al profe leer unas diapositivas. los de la practica parecen tener criterios de correcion diferentes. La dificultad del tp dependia del grupo de porfes que te toque (si es que entendes el enunciado). hace preguntas si no estas justo cuado hay alguien conectado olvidate el campus no existe para ellos.,"lo que le falta al curso es algo de ORGANIZACION MUCHA ORGANIZACION, organicense gente no saben nada del cronograma te dicen la fecha de algun parcial y no saben que van a tomar recien te enteras unos 3 o 4 dias antes y de golpe te dicen que se agregaron temas ORGANIZACION. ni siquiera se organizaron despues del primer mes que empezaron y hasta el final sin algun plan idea o algo parecido a una idea organizada... ORGANICENSE."
8/27/2020 17:28:55,Analisis Numerico/Metodos Matematicos y Numericos - Rodriguez,Muy Bueno,Si,Interesantes,Si,Buenas,Muy Buenas,Normal,Dificil,"La cursada fue Atipica y tenemos que reconocer el esfuerzo que pusieron los profesores para adaptarse, fue muy duro, y nos costo mucho, es una materia muy linda y para nada dificil, pero los conceptos que mas dificultan son los errores, no es facil y lleva tiempo entender conceptual y practicamente. Mas en esta modalidad. Agradezco nuevamente el esfuerzo y la predispocicion. ","Como comentario, o critica constructiva, es un poco dificil manejarse via foros, mas cuando hay muchos hilos. En mi opinion si fuese todo mas compacto, ordenado, y ya predefinido, Seria mas facil para los alumnos, y calculo que para los profes tambien. Despues todo normal."
8/27/2020 17:37:27,Algoritmos y Programacion I (Informatica) - Essaya,Excelente,Si,Muy Interesantes,Si,Excelentes,Muy Buenas,Normal,Dificil,,
8/27/2020 18:08:11,Analisis de la Informacion - Gonzalez,Muy Bueno,Si,Interesantes,Si,Muy Buenas,Excelentes,Normal,Normal,,Creo que se manejaron muy bien virtualmente. Supieron sobrellevar esta situacion perfectamente.
8/27/2020 18:15:01,Teoria de la Programacion / Teoria del Lenguaje - Ferrigno,Excelente,Si,Muy Interesantes,Si,Excelentes,Excelentes,Normal,Normal,"Primer materia que me choco con programacion funcional, me vino de 10",Se adapto perfectamente
8/27/2020 18:15:05,Computacion - Burin,Muy Bueno,Si,Interesantes,Si,Muy Buenas,Muy Buenas,Normal,Normal,"Disfrute de las cursadas, sobretodo al momento de ver cosas resolutivas como los sistemas de numeracion, programacion en lenguaje de maquina y programacion en Python. Las guias de ejercicios eran muy completas y abarcativas pero al mismo tiempo para nada repetitivas."," Me hubiera gustado poder contar con algun apunte teorico sobre el tema de la estructura de la computadora para poder llegar a las clases teoricas mas en tema, y para tener de apoyo a la hora de seguir la clase."
8/27/2020 18:18:39,Analisis Numerico I/Metodos Matematicos y Numericos - Tarela,Muy Bueno,Si,Muy Interesantes,Si,Muy Buenas,Muy Buenas,Normal,Dificil,,
8/27/2020 18:27:52,Computacion - Burin,Bueno,Si,Interesantes,No,Buenas,Buenas,Dificil,Dificil,"Me gusto, pero me hubiera gustado mas que este un mas orientado a la programacion y que nos hablen sobre que lenguajes de programacion se usan hoy en dia y para que (a parte de python). En fin que nos den mas una vision sobre que lenguajes nos van a servir mas. ","Me gusto la modalidad, pero creo que es de mucha importancia que suban las clases grabadas ya que para tomar nota se hace muy dificil y si no entendiste algo o justo no escuchaste algo ya es dificil volver a consultar respecto a eso."
8/27/2020 18:41:09,Analisis Numerico I/Metodos Matematicos y Numericos - Tarela,Regular,Si,Poco Interesantes,Si,Excelentes,Regulares,Normal,Dificil,"Hubo muchos alumnos desorientados en cuanto al procedimiento del segundo TP en puntos angulares del trabajo y las respuestas fueron o escuetas o  a ultimo minuto.
Por la complejidad de la devolucion, debido a que los alumnos no habiamos comprendido satisfactoriamente como proceder en dicho trabajo,  se realizo una clase explicativa, que de haber sido dictada al momento de la explicacion (y no casi dos semanas luego de la fecha de entrega) hubieramos podido haber entregado el trabajo con posterior devolucion definitiva en tiempo y forma en relacion a lo dictaminado por la facultad, obviando lo engorroso de no saber como proceder, sabiendo que casi la totalidad de los grupos tuvieron que rehacer el TP casi por completo en la ultima semana de clases; un periodo que para los alumnos es esencial para enfocarse en los examenes finales.
Sin embargo, quisiera destacar que el sentido y la tematica del trabajo practico fueron muy interesantes y actualizados.",
