Marca temporal,Curso,Opinión General Sobre el Curso,¿Aprobó la Cursada?,¿Cómo te Resultaron los Temas de la Materia?,¿Los Temas de la Materia Están Actualizados?,Nivel de las Clases Teóricas del Curso,Nivel de las Clases Prácticas del Curso,Dificultad del Curso,Dificultad del TP,Comentarios Sobre el Curso,¿Tenes algun comentario o sugerencia sobre la cursada virtual de este cuatrimestre?
9/12/2020 23:04:38,Analisis Numerico I/Metodos Matematicos y Numericos - Schwarz,Muy Bueno,Si,Interesantes,Si,Muy Buenas,Muy Buenas,Dificil,Dificil,,
9/13/2020 16:56:17,Algoritmos y Programacion I (Electronica) - Cardozo,Bueno,Si,Muy Interesantes,Si,Muy Buenas,Muy Buenas,Muy Dificil,Dificil,,
9/14/2020 19:39:06,Algoritmos y Programacion III - Suarez,Muy Bueno,Si,Interesantes,Si,Buenas,Buenas,Normal,Normal,,
9/15/2020 12:53:18,Analisis Numerico/Metodos Matematicos y Numericos - Rodriguez,Regular,Si,Interesantes,Si,Buenas,Malas,Normal,Dificil,"Las clases practicas fueron dificiles de seguir por la modalidad utilizada. Los tps los hicieron sin chequear si se podian hacer lo que provoco que los alumnos tengamos que perder tiempo intentando hacer algo que no se podia o era muy dificil. Teniamos pocas herramientas sobre como hacer el TP y las ""pistas"" ayudaron bastante poco ",tuvieron un muy mal sistema con las clases practicas. Subian ejercicios de fotos de hojas que se entendia muy poco y de maneras bastante incomodas para la modalidad virtual. Todas las clases se seguian a traves del foro y era muy facil perderse.
1/9/2020,Algoritmos y Programacion II - Juarez,Bueno,Si,Muy Interesantes,Si,Buenas,Buenas,Normal,Dificil,"Tal vez seria bueno explorar dinamicas de participacion grupal que promuevan el trabajo colaborativo.

Rescato mucho una actividad que se hizo al comienzo sobre agenda telefonica, en la cual, a pesar de no poder llegar a completar la tarea durante el marco de la clase, fue muy desafiante y motivadora, al punto que pase otros dias de la semana dedicado a finalizarla totalmente.","Me encanto la modalidad virtual, el poder acceder a los videos de clase en los momentos en que me sentia mas disponible para estudiar facilito un monton e incremento mi aprendizaje neto. Diria que fue el cuatrimestre en que mas aprendi."
1/9/2020,Algoritmos y Programacion II - Juarez,Muy Bueno,Si,Muy Interesantes,Si,Muy Buenas,Muy Buenas,Normal,Normal,"Muy buenas las clases, el sistema de aprobacion por puntos tambien me parecio una buena idea ya que te obliga a estar al dia. El apunte de la catedra me sirvio mucho tambien para adquirir los conocimientos necesarios para los TPs y el final","Sinceramente no, mi curso manejo el tema de la virtualidad a la perfeccion!"
8/31/2020,Algoritmos y Programacion II - Juarez,Muy Bueno,Si,Muy Interesantes,Si,Muy Buenas,Buenas,Dificil,Dificil,,
8/31/2020,Algoritmos y Programacion II - Juarez,Excelente,Si,Muy Interesantes,Si,Muy Buenas,No Hay Clases Practicas,Normal,Dificil,"Una cursada de 10. Muy entretenido y buena metodologia evaluar con &quot;Andy points&quot;, te hace estar pendiente de la materia durante todo el año y no unicamente para el parcial/final. Bastantes trabajos practicos y correcciones de los tps de otros (creo que esto ultimo estuvieron de mas. Con una vez sola alcanzaba en mi opinion). Sin embargo muy comprensivos ayudando a los estudiantes con las fechas de entrega de los tps.","Sugerencias:
-Ordenar las clases grabadas en Youtube con links en el campus. Por ejemplo el dpto de matematica en analisis 2 tienen las clases grabadas (link a youtube) y junto a ellas los apuntes de esos temas.

-Mejor explicacion de git: Ramas, Pull request, comentarios/sugerencias en github fueron hiper importantes para organizar los tps grupales y no lo vimos en clase. Con algun apunte o alguna clase grabada una unica vez ya sirve para siempre."
8/31/2020,Algoritmos y Programacion II - Juarez,Excelente,Si,Interesantes,Si,Excelentes,Muy Buenas,Normal,Dificil,"Me parecio barbaro como se adaptaron de inmediato a la modalidad virtual y gracias a eso se me hizo mucho mas facil estar al dia con los temas (a diferencia de algunos cursos de Algebra o Analisis II donde las clases sincronicas arrancaron semanas despues y me costo un poco mas)

Cosas que me gustaron:
- El grupo de telegram: me parece mucho mas rapido que preguntar por el campus o por mail. Lo mantendria aun cuando se retomen las clases presenciales.
- La cantidad de TPs que hubo (tanto individuales como grupales)
- La predisposicion y buena onda de todos (Andy, Nico, Caro y Cris) para contestar preguntas tanto dentro como fuera del horario de cursada y tanto de temas relacionados a la materia como no.
- Todo el material subido esta muy bueno, los apuntes unificados, las presentaciones, los ejercicios para practicar y los videos. Aun cuando se retomen las clases presenciales creo que estaria bueno mantener los videos porque son un gran plus.
- Poder corregir los TPs de los compañeros, me sirvio para ver otras formas de resolver el mismo problema.
- La clase de introduccion a github
- Las clases practicas en las que teniamos que resolver un problema en el momento (de ser posible agregaria 1 o 2 clases mas de ese estilo)
- Los modelos de finales para practicar, me parecieron super utiles","- En los comentarios previos puse que me gusto mucho la clase de introduccion a github que dio Caro (y lo mantengo, es una herramienta super util) pero teniendo en cuenta que despues de entregar el TP final nos quedo no se si una o dos semanas mas sin ver temas nuevos, me habria gustado ver un poco mas de esto. Personalmente ya tenia una idea de como se usaba pero habia muchos no y algunas cosas costaron un poco, sobre todo en el primer TP grupal.

- Si bien me gusto la buena onda de Andy al preguntarnos como veniamos con los TPs y con el resto de las materias, si llegabamos a entregar en la fecha acordada o no, no se si tanta flexibilidad con las fechas de entregas esta buena. Me parece que mantener las fechas planteadas inicialmente nos sirve a nosotros para organizarnos (mas cuando el trabajo es grupal y tenemos que dividirnos las tareas). Tambien entiendo que debe ser una opinion bastante no-popular porque no todos estan al dia y esto es una ayudita para que se nos haga mas llevadero el cuatri en general, pero bueno."
8/31/2020,Algoritmos y Programacion II - Juarez,Excelente,Si,Interesantes,Si,Excelentes,Muy Buenas,Normal,Dificil,,
1/9/2020,Algoritmos y Programacion II - Juarez,Excelente,Si,Muy Interesantes,Si,Muy Buenas,Muy Buenas,Facil,Normal,"Agradecer por el cuatrimestre. Todos los alumnos sabemos lo dificil que fue. Ver el esfuerzo que hacen por nosotros genera (por lo menos en mi) mas ganas de entender y aprender los contenidos. Personalmente aprecio mucho los apuntes escritos, en esta situacion fue un recurso muy bueno para complementar las clases. Mas sabiendo que el contenido que hay online escrito en español es limitado.","La manera me parece muy bien. Para mi tener videos de YouTube sumado a clases de consultas es la mejor forma de enseñar, ya que uno puede elegir sus tiempos de estudio. Ademas, clases demasiado largas en meet cansan mucho mas que las clases presenciales, por el simple hecho de estar frente a una pantalla. Entiendo que esto lo sienten los profes tambien. Enviar los videos unos dias antes de la clase si se puede suele venir muy bien asi uno puede entender mas claro los temas del mismo antes de la clase del tema. Gracias x este espacio, estuvo joya la cursada :)"
8/31/2020,Algoritmos y Programacion II - Juarez,Bueno,Si,Muy Interesantes,Si,Excelentes,Excelentes,Normal,Normal,,
8/31/2020,Algoritmos y Programacion II - Juarez,Muy Bueno,Si,Muy Interesantes,Si,Muy Buenas,Buenas,Normal,Normal,"En general es un muy buen curso, dan todos los temas super completos, hacen que no te queden dudas. Me hubiese gustado tener mas ejercicios practicos, no de caracter obligatorio, pero si en la clase como para familiarizar mas los temas con el codigo.",En general la catedra se manejo excelentemente con la modalidad virtual.
8/31/2020,Algoritmos y Programacion II - Juarez,Excelente,Si,Muy Interesantes,Si,Muy Buenas,Muy Buenas,Normal,Normal,Muy buena organizacion de parte del equipo docente.,"El hecho de ser un curso donde no se toma parcial es uno de los principales motivos que atraen a quienes se inscriben en este curso, pero de mi experiencia doy fe de que la participacion del alumno es mayor en este caso donde se enriquece mas la cursada por la constante intervencion que eso insume, desde principio a fin del curso.

En otros cursos mas &quot;convencionales&quot;, donde si se evalua con un examen, el alumno en general se relaja una vez que lo rinde y lo aprueba, porque sabe que se asegura la regularidad de la cursada y puede estar en condiciones de dar el coloquio (visto y considerando que haya aprobado los pertinentes TPs, si los hubiera).
Por el contrario, en una modalidad como la de este curso (la cual me parece muy superior y doy mi total apoyo para que se implemente no solo en otros cursos de esta misma materia sino tambien en otras materias del departamento), no se da margen al alumno a relajarse por la evaluacion ser de caracter constante, hasta la entrega del ultimo trabajo uno aprende, se interioriza con los temas (debe hacerlo si pretende aprobar) y, en caso de necesitar mejorar la calificacion, se esmera de sobremanera. Y siendo esto asi, al llegar con los temas tan trabajados al ultimo dia de la cursada, los mismos estan &quot;frescos&quot; a la hora de preparar el coloquio para las mesas mas proximas y hace mas facil el repaso. Cosa que, en mi opinion, no ocurre de manera igual en los cursos mas &quot;convencionales&quot;."
8/31/2020,Algoritmos y Programacion II - Juarez,Muy Bueno,Si,Interesantes,Si,Muy Buenas,Muy Buenas,Normal,Dificil,"Buenas! Lo unico que voy a decir del curso es algo particular sobre la defensa de los tps. En muchas ocasiones se evaluaba la cantidad de lineas y se comparaba mucho con los otros compañeros.

Muchas veces esas lineas dejan de ser comparativas porque si subis un archivo de texto muy largo, o si el compilador te sube archivos automaticamente de mas, deja de ser muy confiable.

En el primer TP grupal me paso que mis compañeros subian archivos automaticos cada vez que generaban un commit, y yo por mi compilador, no (tengo IOS y es muy complicado usar Git desde ahi).

Lo digo porque en ese TP me bajaron muchos puntos por ese tema y me hablaron bastante mal, no me dejaron casi explicar el codigo, ni explicar la situacion.","A partir del comentario anterior, sugiero ademas ver los commits que hace cada uno, y evaluar si todos saben del codigo (como lo hizo Andy en el segundo TP grupal), no detenerse tanto en la cantidad de lineas de codigo."
1/9/2020,Algoritmos y Programacion II - Juarez,Muy Bueno,Si,Interesantes,Si,Muy Buenas,Muy Buenas,Normal,Normal,Muy bueno.,"Como se dijo en una clase, estuvo todo casi impecable, salvo algunos temas que se tocaron por encima, como el uso de GITHUB que termino siendo una herramienta necesaria al momento de entregar los trabajos practicos ademas de la subida de los videos en distintos canales de youtube que tenias que buscar enlaces en telegram/campus en lugar de poder tener todo el material bien organizado y en el mismo lugar."
8/31/2020,Algoritmos y Programacion II - Juarez,Bueno,Si,Interesantes,Si,Muy Buenas,Muy Buenas,Normal,Normal,Todos muy buena onda y hay buen trato con los alumnos.,Se adaptaron perfecto a la virtualidad.
8/31/2020,Algoritmos y Programacion II - Juarez,Muy Bueno,Si,Interesantes,Si,Muy Buenas,Buenas,Normal,Normal,,
4/9/2020,Algoritmos y Programacion II - Juarez,Excelente,Si,Muy Interesantes,Si,Excelentes,Excelentes,Normal,Dificil,Me parecio todo excelente. Todos muy presentes y predispuestxs ante cualquier consulta. Y ademas brindan material muy util.,
8/31/2020,Algoritmos y Programacion II - Juarez,Excelente,Si,Interesantes,Si,Buenas,Muy Buenas,Dificil,Normal,"Muy buen curso, impresionante la predisposicion de los profesores a lo largo de la cursada. Muchas gracias!!!.",
1/9/2020,Algoritmos y Programacion II - Juarez,Muy Bueno,Si,Interesantes,Si,Muy Buenas,Buenas,Normal,Normal,"Muy buen curso, con buena disposicion hacia los alumnos","Estaria bueno que se vea un poco mas de codigo, y trabajos practicos con mas dificultad de manera que el alumno tenga que indagar sobre temas."
1/9/2020,Algoritmos y Programacion II - Juarez,Excelente,Si,Muy Interesantes,Si,Excelentes,Excelentes,Normal,Normal,"Curso normal, no fue facil, ni tampoco dificil, le dedique bastante tiempo. el doble de horas de cursada aproximadamente y mas. Me agrado lo que aprendi.","Me sirvio un monton las grabaciones, algunos los vi enteros de nuevo, sobre todo las practicas. Estaria bueno que las practicas queden grabadas cuando volvamos al modo presencial."
8/28/2020,Algoritmos y Programacion II - Juarez,Excelente,Si,Muy Interesantes,Si,Excelentes,Excelentes,Dificil,Dificil,"Muy buen curso!, el profesor Andres Juarez, es bastante explicito a la hora de explicar, practico tambien, muy paciente, y genera buen clima para el estudio, siempre muy bien predispuesto a responder cualquier inquietud. Profesores de la practica dedicados, especialmente Nicolas Marianetti, ya que siempre ha estado muy bien predispuesto a ayudarme a resolver mis dudas, muy amable en todo momento.",Los docentes han conectado en los horarios pactados (dos veces por semana) y preparado material extra para facilitar la comprension de temas. Las clases grabadas han sido y son de muchisima ayuda a la hora de volver a repasar los temas. Ya que uno tiene la posibilidad de reproducir las clases las veces que quiera.
4/9/2020,Algoritmos y Programacion II - Juarez,Excelente,Si,Muy Interesantes,Si,Excelentes,Excelentes,Dificil,Dificil,"Todo el personal docente fue muy atento a las necesidades de los estudiantes y estuvieron dispuestos a responder preguntas fuera del horario clase, lo cual fue de mucha ayuda. Quizas github deberia ser uno de los primeros temas para empezar a dar para que el estudiante se pueda acomodar a esta nueva necesidad, sin las preocupaciones del resto de la materia.","Fue un buen cuatrimestre, a pesar de los problemas ya conocidos. Hay que destacar toda la labor docente, pero como sugerencia creo que se deberia tener cuidado en no caer en la automatizacion de la enseñanza sino que se deberia revisar el contenido virtual para seguir en una mejora constante."
8/31/2020,Algoritmos y Programacion II - Juarez,Bueno,Si,Interesantes,Si,Buenas,Muy Buenas,Normal,Normal,,
8/31/2020,Algoritmos y Programacion II - Juarez,Excelente,Si,Interesantes,Si,Excelentes,Buenas,Normal,Normal,Andy excelente y los ayudantes tienen muy buena predisposicion. Solo deberian mejorar la forma de puntuar los trabajos practicos grupales.,Subir mas codigo de dijsktra y algoritmos.
1/9/2020,Algoritmos y Programacion II - Juarez,Muy Bueno,Si,Interesantes,Si,Muy Buenas,Buenas,Normal,Normal,"A pesar del contexto de la pandemia, supieron como llevar la materia correctamente. Algunas clases se me hicieron muy pesadas pero bueno, en general muy buenas. Que se graben las clases son un plus tremendo, porque las podes ver una y otra vez si quedaron dudas!
Nunca habia cursado una materia con un sistema de puntos, me parecio muy interesante esto, el hecho de que se haga un &quot;&quot;&quot;ranking&quot;&quot;&quot; entre alumnos (entre muchas comillas, porque yo lo vi/interprete asi pero dudo que todos los alumnos lo hayan visto de esa forma) te incentiva a sacar la mayor cantidad de puntos posibles!

El grupo de Telegram es muy buena herramienta para la comunicacion, siempre que se ponia alguna duda/pregunta era respondida rapidamente por otros alumnos o por los profesores.

En fin, me llevo una muy buena experiencia de este curso!","Creo que estaria copado un poco mas de clases practicas, con esto me refiero a que los alumnos hagan ejercicios en el momento de clases y estos deban o no ser entregados (tal vez se podria poner alguna nota conceptual). Creo que en ese momento es en el que mas dudas saltan y pueden ser respondidas por los profesores en el momento."
8/31/2020,Algoritmos y Programacion II - Juarez,Excelente,Si,Interesantes,Si,Excelentes,Muy Buenas,Normal,Dificil,"En general muy buen curso, me encanto la materia y los contenidos que vimos. Gran profesor y los ayudantes siempre con la mejor.
El unico comentario es a cerca de los puntos de cada alumno. Me parecio un poco injusto en cuanto a los puntos de los TPS grupales. Al ser la cursada virtual no se puede ver el progreso y el avance de cada uno de los integrantes del grupo. Como compañeros yo creo que nadie va a destacar quien trabajo mas y quien trabajo menos. Y si al fin de cuentas los mayores puntajes consiguen un final reducido o algun beneficio se deberia revisar como se entregan los puntos en TPS donde no todo depende de cada alumno de forma individual.
En mi caso habia conseguido bastantes puntos en los TPS individuales y luego a la hora de dar la defensa en los grupales se evaluo con mas importancia quien intervenia mas en le &#039;meet&#039; que los avances en general.",Muy buena adaptacion a las condiciones. Sirvieron muchos los videos de you tube y las clases subidas constantemente. Gran predisposicion con los alumnos a la hora de responder dudas o facilitarnos las cosas.
1/9/2020,Algoritmos y Programacion II - Juarez,Muy Bueno,Si,Interesantes,Si,Muy Buenas,Muy Buenas,Dificil,Normal,,"Como habian dicho ya en chat, quizas extender un poco mas la clase del uso del Git."
8/31/2020,Algoritmos y Programacion II - Juarez,Muy Bueno,Si,Muy Interesantes,Si,Buenas,Regulares,Normal,Normal,"Se logro adaptar a la modalidad virtual de manera correcta , los temas son interesantes y nuevos.",Se deberia mejorar la organizacion de los temas del campus ya que no es tan facil encontrarlos o se mezclan en diferentes solapas.
1/9/2020,Algoritmos y Programacion II - Juarez,Bueno,Si,Interesantes,Si,Buenas,Buenas,Normal,Dificil,,
8/31/2020,Algoritmos y Programacion II - Juarez,Excelente,Si,Muy Interesantes,Si,Excelentes,Excelentes,Normal,Normal,"Excelente trato por parte de los docentes, se nota el esfuerzo y la dedicacion.",
8/30/2020,Algoritmos y Programacion II - Juarez,Excelente,Si,Interesantes,Si,Muy Buenas,Muy Buenas,Normal,Normal,,poner en cada sesion los links a los videos de youtube que corresponden a las mismas
8/31/2020,Algoritmos y Programacion II - Juarez,Muy Bueno,Si,Interesantes,Si,Excelentes,Muy Buenas,Dificil,Dificil,Muy buen curso.,"- Creo que 2 tps grupales en forma virtual se dificulta mucho (mas cuando no hay comunicacion estable con los integrantes del grupo, problemas de la cursada virtual)"
8/29/2020,Taller de Programacion I - Azcurra,Muy Bueno,Si,Interesantes,Si,Buenas,Buenas,Normal,Normal,Me gusta la independencia a la hora desarrollar y que dependa de nosotros la manera de organizar los tiempos para cumplir con las entregas.,"Como punto a mencionar tal vez profundizaria las partes teoricas que al momento de cursar probablemente no vimos en otras materias como hilos, concurrencia, multithreading, etc. Hay temas interesantes y mucho como para explicar."
8/31/2020,Taller de Programacion I - Azcurra,Bueno,Si,Muy Interesantes,Si,Buenas,Buenas,Dificil,Dificil,"Me parecio muy interesante la clase de que dieron de redes, fue una pena que la hayan recortado por tiempos siendo que terminaron sobrando clases.","No me gusto cuando implementaron el sistema de responder rapido quien estaba presente, genera malestar en el alumno tener que estar pendiente de eso y no poder hacer otras cosas como anotar las respuestas a nuestras preguntas o leer al enunciado el dia que lo presentaron."
8/29/2020,Taller de Programacion I - Azcurra,Muy Bueno,Si,Muy Interesantes,Si,Buenas,Buenas,Dificil,Dificil,,
8/29/2020,Taller de Programacion I - Azcurra,Muy Bueno,Si,Muy Interesantes,Si,Muy Buenas,Muy Buenas,Normal,Dificil,,
8/30/2020,Taller de Programacion I - Azcurra,Muy Bueno,Si,Interesantes,No,Buenas,Buenas,Dificil,Dificil,,
8/29/2020,Taller de Programacion I - Azcurra,Muy Bueno,Si,Interesantes,No,Muy Buenas,Buenas,Normal,Dificil,"En general entiendo que la idea del taller no es aprender cosas nuevas sino aplicar el conocimiento adquirido a lo largo de otras materias, pero resulta raro no tener una guia de contenido, insisto que no es algo ni bueno ni malo, sino que es algo diferente a lo que uno no esta acostumbrado.","Recuerdo que la clase de hilos y sockets estuvo muy buena pero quizas por la modalidad de ser a distancia uno no tomo notas y luego al no tener quizas grabada la clase o algun apunte tuvimos que recurrir a re-investigar en internet, como que no se pudo aprovechar todo lo bueno de esas dos clases."
8/31/2020,Taller de Programacion I - Azcurra,Bueno,Si,Poco Interesantes,Si,Regulares,Buenas,Dificil,Muy dificil,,"La plataforma AdobeConnect resulto comoda, aunque para ciertas clases (sobre todo en las mas teoricas) seria bueno evaluar alguna plataforma/herramienta que permita el grabado de las clases"
8/31/2020,Taller de Programacion I - Azcurra,Bueno,Si,Interesantes,No,Regulares,Regulares,Normal,Normal,,
8/29/2020,Taller de Programacion I - Azcurra,Muy Bueno,Si,Interesantes,Si,Buenas,Buenas,Normal,Normal,,
8/31/2020,Taller de Programacion I - Azcurra,Bueno,Si,Interesantes,Si,No hay clase teoricas,Buenas,Normal,Dificil,,
1/9/2020,Taller de Programacion I - Azcurra,Bueno,Si,Interesantes,No,Regulares,Regulares,Muy Dificil,Muy dificil,,
1/9/2020,Taller de Programacion I - Azcurra,Bueno,Si,Muy Interesantes,Si,Buenas,No Hay Clases Practicas,Facil,Normal,Las clases teoricas fueron pocas pero alcanzan para investigar los temas por nuestra cuenta y realizar el TP.,"La plataforma para las clases virtuales, Adobe Connect, no es la mejor. En mi caso se escuchaba con mucho delay."
1/9/2020,Taller de Programacion I - Azcurra,Bueno,Si,Interesantes,Si,Buenas,Buenas,Normal,Normal,,
1/9/2020,Taller de Programacion I - Azcurra,Bueno,Si,Poco Interesantes,No,Malas,Regulares,Dificil,Dificil,,
1/9/2020,Taller de Programacion I - Azcurra,Regular,Si,Interesantes,Si,Regulares,Regulares,Normal,Dificil,,
1/9/2020,Taller de Programacion I - Azcurra,Regular,Si,Poco Interesantes,Si,No hay clase teoricas,Regulares,Normal,Normal,,"Seria muy util que las rubricas de correccion se subieran junto con el enunciado, para que asi los grupos pueden saber desde el principio en que hace enfasis la catedra para poder enfocarse en pulir esos detalles."
1/9/2020,Taller de Programacion I - Azcurra,Bueno,Si,Muy Interesantes,Si,Regulares,No Hay Clases Practicas,Dificil,Dificil,,
1/9/2020,Taller de Programacion I - Azcurra,Bueno,Si,Muy Interesantes,Si,Buenas,Buenas,Normal,Dificil,"El curso en si que me gusto mucho mucho pero tuvimos dificultad con el tp grupal por mas de que lo aprobamos, creo que inverti con otro compañero mucho tiempo para poder terminarlo cuando otros no hicieron o aportaron casi nada","Una cosa que cambiaria seria la plataforma de encuentro ya que generalmente contenia errores o no funcionaba para celulares (y quizas hay gente que tiene pc y no tiene microfono y el celular es una buena opcion).
Luego lo demas me gusta que sean totalmente abiertos para que los alumnos innovemos y pensemos que hacer o como hacerlo, eso me parecio niy bueno."
1/9/2020,Taller de Programacion I - Azcurra,Bueno,Si,Interesantes,No,No hay clase teoricas,No Hay Clases Practicas,Normal,Dificil,"Los apartados de concurrencia y redes se ven muy por encima, que es suficiente para lo que se espera en los tps, pero dejan al estudiante sintiendo que tampoco es que haya aprendido mucho.",Trataria de hacer mas dimicas las consultas durante la clase y no tan burocraticas.
1/9/2020,Taller de Programacion I - Azcurra,Regular,Si,Muy Interesantes,Si,No hay clase teoricas,No Hay Clases Practicas,Dificil,Dificil,,
1/9/2020,Taller de Programacion I - Azcurra,Regular,Si,Muy Interesantes,Si,No hay clase teoricas,No Hay Clases Practicas,Dificil,Dificil,"Muy mala plataforma virtual para las clases. Le quita MUCHA dinamica.
Las clases eran de consulta y mas que nada consulta de consigna (lo cual esta perfecto) pero mas que eso y que un feedback del avance de cada grupo, no habia.
Es interesante el curso y los tps, pero no tuve una buena experiencia.","1) Usar meet para las clases, es muy practico.
2) No obligar a los alumnos a responder una ventana emergente (que dura 3s contados) que si estan prestando atencion en clase, eso NO es parametro para determinar si alguien esta prestando atencion (sin mencionar que en la modalidad presencial eso no se hace).
3) No enojarse con los alumnos, eso hace que la cursada sea poco agradable.
4) Profundizar los temas mas interesantes (y NUEVOS) como sockets e hilos (teoria y practica). No tengo idea si lo implementado en el tp esta bien, prolijo o estable, aunque aun asi funcione. No estoy de acuerdo con aprender una herramienta de una manera incorrecta y creer lo contrario, solo porque nadie me corrigio cuando era el momento de hacerlo."
1/9/2020,Taller de Programacion I - Azcurra,Muy Bueno,Si,Muy Interesantes,Si,Buenas,Buenas,Facil,Dificil,,
8/28/2020,Algoritmos y Programacion I - Guarna,Excelente,Si,Muy Interesantes,Si,Muy Buenas,Muy Buenas,Normal,Dificil,,
8/29/2020,Algoritmos y Programacion I - Guarna,Bueno,Si,Interesantes,Si,Buenas,Buenas,Normal,Dificil,,
8/28/2020,Algoritmos y Programacion I - Guarna,Excelente,Si,Muy Interesantes,Si,Muy Buenas,Muy Buenas,Normal,Dificil,,
8/29/2020,Algoritmos y Programacion I - Guarna,Excelente,Si,Muy Interesantes,Si,Excelentes,Excelentes,Normal,Dificil,"La cursada fue muy buena, las clases teoricas muy claras, las teorico-practicas eran las que mas me gustaban, los parciales y trabajos practicos tenian la dificultad justa y necesaria. Por ultimo el trabajo practico grupal resulto un desafio, en donde quiza tuvimos que investigar un poco por nuestra cuenta y eso fue lo mejor, ademas de que hayamos tenido la libertad de plantearlo y resolverlo a nuestra manera.","Quiza utilizar una plataforma diferente ya que algunos tuvimos inconvenientes al usar adobe conncect (por ejemplo: usuarios de linux no disponemos de un cliente, entonces no nos queda otra que ver la clase desde desde la version del navegador, el cual tiene bastantes problemas, en mi caso las tuve que ver todas desde windows porque no logre hacerlo en linux, esto fue posible porque disponia de windows, pero en el caso de que alguien no lo haga, no se como hara).
Hacer participar un poco mas al alumno (por ejemplo: liberando los microfonos para poder realizar preguntas sobre dudas que surjan y poder explicarse bien; si bien habia clases en las que se daban ejercicios simples para que hagamos los alumnos, habia muchas clases completamente teoricas que eran medio pesadas).
Verificar que los alumnos esten practicando diariamente mediante la entrega de tareas semanales (que podrian ser un grupo de ejercicios del cuadernillo) como incentivo a hacer la guia practica; o &quot;parcialitos&quot; simples al principio de la clase pidiendose resolver un ejercicio simple con los temas dados la semana anterior."
8/28/2020,Algoritmos y Programacion I - Guarna,Excelente,Si,Muy Interesantes,Si,Excelentes,Excelentes,Normal,Dificil,"Estoy super conforme con la cursada, sobre todo la parte del TP grupal donde, el feedback de Uriel fue muy minucioso, con el fin de entender completamente la importancia de programar de una forma estructurada.",Que se suba todo a youtube
8/30/2020,Algoritmos y Programacion I - Guarna,Muy Bueno,Si,Muy Interesantes,Si,Buenas,Muy Buenas,Normal,Normal,"En general, las clases me ayudaron a comprender los temas, y aprendi las bases de la programacion. Quiza estaria bueno que se le dedicara un poco mas de tiempo al tema de programacion en C.","Seria conveniente que implementaran alguna herramienta que mejore la realizacion de ejercicios en clase, para lograr mayor participacion de todos los alumnos."
8/28/2020,Algoritmos y Programacion I - Guarna,Muy Bueno,Si,Muy Interesantes,Si,Muy Buenas,Muy Buenas,Dificil,Dificil,muy buen curso con profesores muy capaces con respecto a los temas,un poco complicado realizar los grupos online y tal vez la interaccion y discutir los temas de interes.
8/29/2020,Algoritmos y Programacion I - Guarna,Bueno,Si,Muy Interesantes,Si,Buenas,Regulares,Facil,Normal,"Buenos profesores, en general muy atentos. A veces esto les juega en contra por que creo que no es necesario estar tan encima de los alumnos.","No, la verdad que me parecio muy bien organizada y aplicada. Entre las materias que curse, esta fue la mejor organizada. Los contenidos estuvieron bien dados y distribuidos."
8/28/2020,Algoritmos y Programacion I - Guarna,Muy Bueno,Si,Muy Interesantes,Si,Muy Buenas,Buenas,Muy Dificil,Muy dificil,"Es un curso bastante dificil, exigente, pero muy buena catedra. Uno tiene que seguir cada cosa que digan, ni mas ni menos, si para vos es verde y ellos te dicen amarillo, es amarillo y se acabo.","La verdad los docentes se manejaron muy bien, hicieron temas extras que ayudaron luego a encarar el TP.
Espero que no se pierda la costumbre."
8/28/2020,Algoritmos y Programacion I - Guarna,Muy Bueno,Si,Interesantes,Si,Buenas,Buenas,Dificil,Muy dificil,,
8/29/2020,Algoritmos y Programacion I - Guarna,Bueno,Si,Muy Interesantes,Si,Buenas,Buenas,Normal,Normal,la documentacion tendria que estar mas organizada,los videos de las clases son muy largos para verlos
8/29/2020,Algoritmos y Programacion I - Guarna,Muy Bueno,Si,Interesantes,Si,Regulares,Buenas,Normal,Dificil,,
8/29/2020,Algoritmos y Programacion I - Guarna,Muy Bueno,Si,Interesantes,Si,Muy Buenas,Muy Buenas,Normal,Normal,,
8/29/2020,Algoritmos y Programacion I - Guarna,Muy Bueno,Si,Interesantes,Si,Muy Buenas,Buenas,Normal,Normal,"En general me gusto la cursada y estoy seguro que con la experiencia de este cuatrimestre, el proximo cuatrimestre virtual va a estar mejor preparado para hacerlo a distancia.","Hay varias presentaciones de PowerPoint con diapositivas desactualizadas, hechas en base a Python 2, estaria bueno actualizarlas y tambien corregir algunos errores que recuerdo que habia, para evitar confusiones. Otra cosa que habria estado bueno tener es una o mas pre-entregas del TP grupal. Igualmente son cosas entendibles por el contexto de este cuatrimestre."
8/29/2020,Algoritmos y Programacion I - Guarna,Muy Bueno,Si,Muy Interesantes,No,Muy Buenas,Muy Buenas,Facil,Facil,"Buen curso, los profes explican claro.",
8/29/2020,Algoritmos y Programacion I - Guarna,Bueno,Si,Interesantes,Si,Muy Buenas,Regulares,Facil,Normal,Me gusto la cursada a pesar de la situacion me hubiese gustado profundizar mas en C,Como sugerencia diria que dejen adobe connect y opten por Google meet o zoom mas que nada por lo incomodo que es descargar los videos de las clases ademas de los problema de conexion que generaba no tener la aplicacion como les pasaba a los usuarios de Linux
8/30/2020,Algoritmos y Programacion I - Guarna,Bueno,Si,Interesantes,Si,Buenas,Buenas,Dificil,Muy dificil,"Van a un ritmo y la materia esta preparada para personas que ya tienen experiencia programando y no deberia ser asi, porque se pierde el aprendizaje, se acelera muy rapido y puede ser ineficiente.",
